time,lat,lon,alt,yaw,pitch,roll,vx,vy,vz,v_speed,yaw_rate,pitch_rate,roll_rate,pos,rpm,torque,temp,err,steering_vel,uncorrect_yaw,beta,yaw_term,steering_spd,steering_acel
0 days 00:00:02.100000,0.5694010141106776,-0.6553200887635509,0.5014710814109262,1.1592215456425192,-0.09864001701123618,-0.6205466411294464,-2.626145132251332,0.39774756094828956,0.46812651347157536,-2.6883597811057958,-0.016037315378998523,0.021622178057679485,0.0722893424167866,-2.4052137378258623e-05,-0.001391290385566661,2.901701716606274,0.3444573176444595,-0.21963609764594202,-0.13002673899098086,-1.876590885080791,-0.18014327442243616,-2.6989811110359913e-05,-0.0013912903855666612,-0.005494113315873962
0 days 00:00:02.200000,0.5694010141106776,-0.6553200553680577,0.5012204610476974,1.1592376399794913,-0.09983439540909646,-0.621529520073327,-2.627517122132231,0.39848200391574035,0.4639352208125963,-2.688932753471112,0.002307804856699226,0.0204656567228753,0.07112945308182522,-2.4052137378258623e-05,0.0015989140459679594,2.9063851648237913,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8765751151900423,-0.1804963488896909,-1.3492029986770715e-05,0.0015989140459679596,0.005494113315873962
0 days 00:00:02.300000,0.5694010141106776,-0.6553200219725647,0.5009698425517319,1.1592537343164624,-0.10102877380695677,-0.6225123990172078,-2.62888911201313,0.3992164468831911,0.45974392815361725,-2.6895057258364288,0.020652925092396975,0.019309135388071115,0.06996956374686386,-2.4052137378258623e-05,0.0015989140459679594,2.9157523418224285,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8765593452992941,-0.18073134226780388,-1.3489155642560693e-05,0.0015989140459679596,0.0
0 days 00:00:02.400000,0.5694010141106776,-0.6553200219725647,0.5009698425517319,1.1592537343164624,-0.10102877380695677,-0.6225123990172078,-2.62888911201313,0.3992164468831911,0.45974392815361725,-2.6895057258364288,0.01711651637226247,0.020234352455914463,0.06829932310451949,-2.4052137378258623e-05,0.0015989140459679594,2.9063851648237913,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8765593452992941,-0.1808487741150737,-0.0,0.0015989140459679596,0.0
0 days 00:00:02.500000,0.5694010141106776,-0.6553197298445782,0.5013708336390873,1.1593104579333313,-0.102270866183081,-0.6191425873177601,-2.6273211235778167,0.4109675343624035,0.46812651347157536,-2.6912943787701176,-0.017805519739065776,0.006471748571744639,0.07395958305913097,-2.4052137378258623e-05,0.0015989140459679594,2.897018268388757,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8765037651755236,-0.1835232182913604,-4.751020009558784e-05,0.0015989140459679596,0.0
0 days 00:00:02.600000,0.5694010141106776,-0.6553197298445782,0.5013708336390873,1.1593104579333313,-0.102270866183081,-0.6191425873177601,-2.6273211235778167,0.4109675343624035,0.46812651347157536,-2.6912943787701176,0.033914457792901365,0.010288268976598456,0.06718582934295657,-2.4052137378258623e-05,-0.001391290385566661,2.850182663959175,0.3444573176444595,-0.21963609764594202,-0.13002673899098086,-1.8765037651755236,-0.18619766246764707,-0.0,-0.0013912903855666612,-0.005494113315873962
0 days 00:00:02.700000,0.5694010141106776,-0.6553196922787298,0.5022730654529005,1.1593149598686612,-0.10266838412899121,-0.6194610554154127,-2.6272651239908416,0.4087642054600512,0.4639352208125963,-2.69111583121375,0.04032419859814516,0.009478704042235525,0.06973758587987158,-2.4052137378258623e-05,0.0015989140459679594,2.8689170179564485,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764993539948434,-0.18570838248464527,-3.7709520474183714e-06,0.0015989140459679596,0.005494113315873962
0 days 00:00:02.800000,0.5694010141106776,-0.6553196547128812,0.5031752972667136,1.1593194618039915,-0.10306590207490142,-0.6197795235130653,-2.6272091244038656,0.40656087655769885,0.45974392815361725,-2.690937283657383,0.04673393940338895,0.008669139107872596,0.0722893424167866,-2.4052137378258623e-05,0.0015989140459679594,2.8782841949550857,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764949428141628,-0.18472967746749058,-3.7712022559715737e-06,0.0015989140459679596,0.0
0 days 00:00:02.900000,0.5694010141106776,-0.6553195628984361,0.5030750494948748,1.1593324628584414,-0.10141274651662224,-0.6206733862134773,-2.6272651239908416,0.4043575476553466,0.46812651347157536,-2.6907728119673258,0.024852410447556695,0.012716963779687248,0.06723222491635501,-2.4052137378258623e-05,0.0015989140459679594,2.850182663959175,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764822038483606,-0.183746837211572,-1.0891449827020011e-05,0.0015989140459679596,0.0
0 days 00:00:03,0.5694010141106776,-0.6553194710839908,0.5029747998557724,1.159345463912891,-0.0997595909583431,-0.6215672489138894,-2.6273211235778167,0.40215421875299423,0.4765090987895334,-2.690608340277268,0.0029708814917244445,0.0167647884515019,0.062175107415923435,-2.4052137378258623e-05,0.0015989140459679594,2.7892965745952396,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764694648825588,-0.18275990287822555,-1.0892115600368984e-05,0.0015989140459679596,0.0
0 days 00:00:03.100000,0.5694010141106776,-0.6553194710839908,0.5029747998557724,1.159345463912891,-0.0997595909583431,-0.6215672489138894,-2.6273211235778167,0.40215421875299423,0.4765090987895334,-2.690608340277268,0.06043752319391016,0.0038117495016950094,0.0788775138393672,-2.4052137378258623e-05,0.0015989140459679594,2.7846129860959214,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764694648825588,-0.1822663837666447,-0.0,0.0015989140459679596,0.0
0 days 00:00:03.200000,0.5694010141106776,-0.6553194710839908,0.5029747998557724,1.159345463912891,-0.0997595909583431,-0.6215672489138894,-2.6273211235778167,0.40215421875299423,0.4765090987895334,-2.690608340277268,0.020652925092396975,0.026248263396896235,0.07182538668280206,-2.4052137378258623e-05,0.0015989140459679594,2.793980163094558,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764694648825588,-0.1822663837666447,-0.0,0.0015989140459679596,0.0
0 days 00:00:03.300000,0.5694010141106776,-0.6553196796791552,0.5033757928103914,1.1593648017169533,-0.10109438565919983,-0.6229541564065099,-2.6277691202736206,0.41537419216710814,0.44717005017668016,-2.690897375617195,0.04717599049340576,0.016533484184541064,0.06941281686608239,-2.4052137378258623e-05,0.0015989140459679594,2.7565120162272154,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764505169098702,-0.1851983126616159,-1.6199222448566713e-05,0.0015989140459679596,0.0
0 days 00:00:03.400000,0.5694010141106776,-0.6553197819058473,0.503726660945459,1.1593676503123314,-0.10215621138943481,-0.622693450705246,-2.6277971200671084,0.4109675343624035,0.45555263549463826,-2.690705622029046,0.05535393565871681,0.008033052373730294,0.07196457340299742,-2.4052137378258623e-05,0.0015989140459679594,2.7471448392285787,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.876447725739412,-0.1871473574848236,-2.3864301541439427e-06,0.0015989140459679596,0.0
0 days 00:00:03.500000,0.5694010141106776,-0.655319884132539,0.5040775272132634,1.1593704989077087,-0.10321803711966979,-0.6224327450039819,-2.6278251198605957,0.40656087655769885,0.4639352208125963,-2.6905138684408962,0.06353188082402786,-0.0004673794370804798,0.07451632993991245,-2.4052137378258623e-05,0.0015989140459679594,2.74714497951038,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764449345689547,-0.1851811064339479,-2.3866002351157613e-06,0.0015989140459679596,0.0
0 days 00:00:03.600000,0.5694010141106776,-0.6553199863592308,0.5044283953483311,1.1593733475030867,-0.10427986284990477,-0.622172039302718,-2.6278531196540835,0.40215421875299423,0.47231780613055435,-2.690322114852747,0.036345738787993846,0.010346095043338666,0.07140782652221596,-2.4052137378258623e-05,0.0015989140459679594,2.7284104852313047,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764421433984964,-0.18321389449909906,-2.386770341449018e-06,0.0015989140459679596,0.0
0 days 00:00:03.700000,0.5694010141106776,-0.6553200885859229,0.5047792634833987,1.1593761960984639,-0.10534168858013977,-0.6219113336014541,-2.6278811194475717,0.39774756094828956,0.48070039144851245,-2.690130361264598,0.009159596751959828,0.021159569523757814,0.06829932310451949,-2.4052137378258623e-05,-0.004381494817101281,2.7565120162272154,0.3444573176444595,-0.21963609764594202,-0.12943786328909768,-1.8764393522280394,-0.18124573155680102,-2.386940470730367e-06,-0.004381494817101282,-0.010988226631747923
0 days 00:00:03.800000,0.5694010141106776,-0.655320355629684,0.5035762883540691,1.1593827375656018,-0.10396157615344832,-0.623557702055363,-2.627097125229915,0.4183119640369113,0.47231780613055435,-2.690897375617195,-0.0018916804984604985,0.0058934879043425455,0.06904165227889476,-2.4052137378258623e-05,0.0015989140459679594,2.7471448392285787,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.876432942630534,-0.18487397913018597,-5.479768073286837e-06,0.0015989140459679596,0.010988226631747923
0 days 00:00:03.900000,0.5694010141106776,-0.655320355629684,0.5035762883540691,1.1593827375656018,-0.10396157615344832,-0.623557702055363,-2.627097125229915,0.4183119640369113,0.47231780613055435,-2.690897375617195,0.0031919070367328523,0.0021926196329691483,0.06727862048975347,-2.4052137378258623e-05,0.0015989140459679594,2.7658790529440513,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.876432942630534,-0.18948654469013232,-0.0,0.0015989140459679596,0.0
0 days 00:00:04,0.5694010141106776,-0.655320355629684,0.5035762883540691,1.1593827375656018,-0.10396157615344832,-0.623557702055363,-2.627097125229915,0.4183119640369113,0.47231780613055435,-2.690897375617195,0.008275494571926204,-0.0015082486384042494,0.06551558870061219,-2.4052137378258623e-05,0.0015989140459679594,2.7190435887962705,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.876432942630534,-0.18948654469013232,-0.0,0.0015989140459679596,0.0
0 days 00:00:04.100000,0.5694010141106776,-0.6553203222641386,0.5031752972667136,1.1593801753253257,-0.10357261327223403,-0.6235638980789752,-2.6273211235778167,0.39334090314358494,0.4765090987895334,-2.689922301784418,-0.012058855568847204,0.0167647884515019,0.07869193154577338,-2.4052137378258623e-05,0.0015989140459679594,2.700309515362599,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764354532185314,-0.1839088515626826,2.147159302637069e-06,0.0015989140459679596,0.0
0 days 00:00:04.200000,0.5694010141106776,-0.6553203222641386,0.5031752972667136,1.1593801753253257,-0.10357261327223403,-0.6235638980789752,-2.6273211235778167,0.39334090314358494,0.4765090987895334,-2.689922301784418,0.06574213627411192,0.004505662302577522,0.07108305750842678,-2.4052137378258623e-05,0.0015989140459679594,2.6815754419289277,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764354532185314,-0.17833115843523287,-0.0,0.0015989140459679596,0.0
0 days 00:00:04.300000,0.5694010141106776,-0.6553201720593302,0.5038770316695856,1.159362827342359,-0.10161163493111022,-0.622999311495646,-2.627377123164792,0.3970131179808388,0.47022215980106485,-2.6902045918887882,-0.01426911101893127,0.015376962849736879,0.06755699393014421,-2.4052137378258623e-05,0.0015989140459679594,2.719043448514469,0.3444573176444595,-0.21963609764594202,-0.13061561469286403,-1.8764524514829877,-0.17914934502296645,1.4536097466073403e-05,0.0015989140459679596,0.0
